OID	pop	PointX	PointY	fcadidature	fcost	fcapacity
154	142	19697747.33	3849517.611	0	0	0
155	220	19695784.65	3849952.899	0	0	0
156	317	19691189.06	3849339.517	0	0	0
157	536	19688667.63	3849096.601	0	0	0
158	380	19685383.89	3849389.096	0	0	0
159	1103	19682014.03	3849834.467	0	0	0
160	1931	19677497.17	3849314.166	0	0	0
161	732	19674154.3	3849862.177	0	0	0
162	1252	19671297.35	3850011.553	0	0	0
163	713	19667377.48	3850691.069	0	0	0
164	261	19666263.66	3851624.551	0	0	0
165	761	19669181.91	3852041.431	0	0	0
166	951	19670561.09	3851823.971	0	0	0
167	1688	19674969.46	3852102.172	0	0	0
168	1265	19677728.7	3852333.558	0	0	0
169	746	19679878.41	3851755.957	0	0	0
170	375	19681844.06	3851936.072	0	0	0
171	1416	19684459.14	3851356.777	0	0	0
172	997	19686577.53	3851805.032	0	0	0
173	377	19688921.68	3851768.862	0	0	0
174	254	19691299.17	3851688.443	0	0	0
175	120	19693117.05	3852358.826	0	0	0
176	139	19695720.85	3852260.681	0	0	0
177	97	19697270.37	3851207.761	0	0	0
178	353	19706332.25	3851203.211	0	0	0
179	172	19696799.72	3853419.338	0	0	0
180	436	19695407.8	3854007.873	0	0	0
181	447	19693758.35	3854215.517	0	0	0
182	216	19690573.74	3853873.265	0	0	0
183	505	19688835.79	3854400.533	0	0	0
184	227	19686521.14	3854149.325	0	0	0
185	597	19684539.98	3854384.51	0	0	0
186	807	19681992.26	3854992.919	0	0	0
187	570	19680097.41	3854951.004	0	0	0
188	551	19676956.0	3854396.968	0	0	0
189	392	19674565.31	3854616.173	0	0	0
190	777	19673231.65	3854143.17	0	0	0
191	874	19671342.01	3854161.74	0	0	0
192	359	19684568.11	3855715.65	0	0	0
193	607	19688062.14	3856557.391	0	0	0
194	600	19691048.74	3855573.923	0	0	0
195	584	19695680.53	3856263.515	0	0	0
196	512	19696924.05	3856391.103	0	0	0
197	1621	19669933.27	3827689.269	0	0	0
198	641	19673364.06	3826356.224	0	0	0
199	513	19672221.59	3826458.92	0	0	0
200	187	19673524.32	3827834.44	0	0	0
201	1260	19675481.11	3827307.922	0	0	0
202	513	19674256.19	3826925.111	0	0	0
203	154	19678489.68	3826292.418	0	0	0
204	556	19678191.5	3828127.73	0	0	0
205	115	19678454.27	3826223.684	0	0	0
206	70	19680616.2	3826189.096	0	0	0
207	184	19680808.3	3828062.121	0	0	0
208	115	19679339.85	3826624.867	0	0	0
209	115	19678819.96	3826580.39	0	0	0
210	115	19679028.39	3827066.153	0	0	0
211	306	19682811.12	3827595.374	0	0	0
212	115	19681055.34	3825940.584	0	0	0
213	70	19681483.0	3825906.148	0	0	0
214	70	19681351.63	3826145.614	0	0	0
215	70	19682143.76	3825986.065	0	0	0
216	70	19682076.71	3826221.403	0	0	0
217	70	19682476.43	3826354.721	0	0	0
218	184	19682398.98	3827023.558	0	0	0
219	184	19682589.72	3827113.865	0	0	0
220	184	19683028.82	3827598.417	0	0	0
221	184	19682227.51	3827894.459	0	0	0
222	184	19681499.98	3827647.095	0	0	0
223	184	19681726.85	3827997.006	0	0	0
224	171	19684354.33	3827681.393	0	0	0
225	171	19684262.5	3828094.996	0	0	0
226	122	19691466.85	3830203.651	0	0	0
227	143	19687862.48	3829320.514	0	0	0
228	143	19687846.55	3828950.89	0	0	0
229	156	19688791.73	3830361.708	0	0	0
230	238	19686683.6	3829513.006	0	0	0
231	143	19686565.69	3829659.467	0	0	0
232	143	19686700.9	3829883.063	0	0	0
233	143	19687167.5	3829958.141	0	0	0
234	143	19686872.95	3829020.774	0	0	0
235	143	19684955.63	3829599.691	0	0	0
236	171	19684923.58	3828409.712	0	0	0
237	171	19683245.81	3829430.31	0	0	0
238	171	19683717.01	3829680.588	0	0	0
239	184	19681441.93	3828285.859	0	0	0
240	184	19681902.99	3828686.225	0	0	0
241	184	19681184.93	3828713.766	0	0	0
242	171	19682640.69	3829354.237	0	0	0
243	307	19682300.07	3830316.298	0	0	0
244	1724	19680862.64	3830351.946	0	0	0
245	1724	19681678.49	3830134.043	0	0	0
246	926	19677550.89	3829804.996	0	0	0
247	741	19676793.15	3829822.35	0	0	0
248	526	19675840.42	3828541.245	0	0	0
249	281	19674830.46	3829337.564	0	0	0
250	187	19674372.01	3829847.017	0	0	0
251	187	19674528.87	3829575.029	0	0	0
252	422	19676256.93	3829334.424	0	0	0
253	225	19674809.69	3829225.9	0	0	0
254	225	19674358.49	3828834.786	0	0	0
255	225	19674423.78	3828573.615	0	0	0
256	235	19673470.89	3829133.628	0	0	0
257	180	19673345.91	3830230.376	0	0	0
258	121	19673685.61	3830339.54	0	0	0
259	121	19673962.43	3830067.268	0	0	0
260	1786	19671111.06	3828531.534	3	50000	40000
261	600	19669663.35	3829418.971	0	0	0
262	600	19669182.93	3830225.682	0	0	0
263	600	19669325.13	3829738.425	0	0	0
264	1508	19669246.51	3831609.986	0	0	0
265	947	19671202.17	3831822.094	0	0	0
266	2411	19670168.41	3832058.706	0	0	0
267	948	19670630.8	3831156.999	0	0	0
268	948	19671064.89	3831161.269	0	0	0
269	226	19673402.91	3830551.464	0	0	0
270	180	19673088.32	3830649.672	0	0	0
271	121	19673757.29	3830850.139	0	0	0
272	180	19672941.92	3830939.521	0	0	0
273	122	19674917.86	3830871.934	0	0	0
274	121	19674170.38	3830681.552	0	0	0
275	121	19674350.2	3830882.518	0	0	0
276	91	19674242.06	3831192.151	0	0	0
277	91	19674811.9	3830614.444	0	0	0
278	447	19678488.73	3831744.905	0	0	0
279	447	19678587.63	3831525.951	0	0	0
280	447	19676667.96	3830502.7	0	0	0
281	301	19678860.61	3831929.161	0	0	0
282	241	19679546.79	3832274.546	0	0	0
283	447	19678766.51	3832075.28	0	0	0
284	180	19678873.58	3831097.315	0	0	0
285	3038	19681342.79	3832248.983	0	0	0
286	307	19682419.76	3830718.799	0	0	0
287	409	19683053.85	3832305.249	0	0	0
288	409	19682535.12	3832277.993	0	0	0
289	409	19682961.32	3832573.109	0	0	0
290	2787	19684217.31	3832373.286	0	0	0
291	510	19683246.19	3832652.969	0	0	0
292	409	19683148.47	3830983.385	0	0	0
293	308	19687410.38	3832210.145	0	0	0
294	395	19687238.8	3830734.393	0	0	0
295	248	19687514.8	3831670.479	0	0	0
296	527	19685437.49	3832204.065	0	0	0
297	248	19687656.87	3832537.322	0	0	0
298	263	19689291.92	3832274.747	0	0	0
299	156	19688740.34	3831098.552	0	0	0
300	156	19689640.82	3831174.538	0	0	0
301	208	19689199.36	3832146.775	0	0	0
302	208	19688990.07	3832055.188	0	0	0
303	248	19687836.75	3832061.238	0	0	0
304	208	19688828.26	3832661.075	0	0	0
305	488	19689601.43	3832613.75	0	0	0
306	323	19690285.17	3830578.941	0	0	0
307	405	19691423.79	3832686.586	0	0	0
308	611	19690059.07	3832202.07	0	0	0
309	163	19691132.05	3830437.638	0	0	0
310	122	19691807.35	3830595.691	0	0	0
311	169	19692108.12	3832060.857	0	0	0
312	323	19691764.21	3832538.173	0	0	0
313	323	19691043.12	3832385.528	0	0	0
314	258	19693684.86	3831090.304	0	0	0
315	212	19692497.8	3830441.662	0	0	0
316	258	19692497.8	3831943.661	0	0	0
317	127	19692934.5	3830746.171	0	0	0
318	127	19692299.26	3831178.165	0	0	0
319	155	19692812.92	3831402.187	0	0	0
320	155	19693754.33	3831672.893	0	0	0
321	155	19693738.34	3831980.32	0	0	0
322	207	19692829.54	3831917.554	0	0	0
323	207	19692550.69	3832566.78	0	0	0
324	50	19695685.49	3832517.603	0	0	0
325	50	19694692.75	3832577.595	0	0	0
326	103	19697195.68	3834635.35	0	0	0
327	62	19697261.44	3833916.309	0	0	0
328	62	19697286.12	3834201.66	0	0	0
329	62	19696896.74	3834311.893	0	0	0
330	62	19697545.5	3834622.379	0	0	0
331	62	19698284.24	3834356.298	0	0	0
332	83	19698854.13	3834618.677	0	0	0
333	83	19698627.56	3834680.163	0	0	0
334	62	19697869.01	3834764.706	0	0	0
335	84	19695873.26	3833429.51	0	0	0
336	50	19695790.46	3832760.838	0	0	0
337	50	19695667.36	3833064.851	0	0	0
338	50	19694987.95	3832846.522	0	0	0
339	50	19694778.18	3832883.456	0	0	0
340	107	19694963.48	3833436.184	0	0	0
341	50	19695738.93	3833438.318	0	0	0
342	62	19696380.55	3834124.442	0	0	0
343	62	19696699.93	3834484.924	0	0	0
344	62	19696304.52	3834711.883	0	0	0
345	107	19695794.92	3834667.74	0	0	0
346	107	19695375.06	3834330.211	0	0	0
347	107	19695257.71	3833962.153	0	0	0
348	107	19695011.92	3833876.615	0	0	0
349	50	19694477.36	3833616.868	0	0	0
350	107	19694831.45	3834344.089	0	0	0
351	107	19694723.79	3834525.2	0	0	0
352	88	19693337.62	3834632.725	0	0	0
353	220	19694096.7	3834826.532	0	0	0
354	151	19692223.24	3832961.145	0	0	0
355	121	19692709.62	3832732.022	0	0	0
356	121	19692488.43	3833008.137	0	0	0
357	121	19692323.48	3833296.705	0	0	0
358	90	19692325.45	3833596.802	0	0	0
359	155	19694134.89	3832808.027	0	0	0
360	272	19691651.07	3834018.97	0	0	0
361	323	19689956.38	3833435.952	0	0	0
362	323	19690736.66	3833307.096	0	0	0
363	163	19691815.61	3833850.527	0	0	0
364	218	19691575.67	3833851.096	0	0	0
365	353	19690217.97	3834094.024	0	0	0
366	353	19689985.76	3834343.666	0	0	0
367	353	19690868.49	3834430.342	0	0	0
368	353	19690636.28	3834679.985	0	0	0
369	352	19690019.65	3834748.296	0	0	0
370	353	19690397.51	3834697.776	0	0	0
371	352	19690096.87	3834891.27	0	0	0
372	278	19688767.02	3834874.983	0	0	0
373	438	19689332.33	3834359.925	0	0	0
374	439	19689663.38	3833558.715	0	0	0
375	646	19688053.6	3832941.816	0	0	0
376	353	19689464.82	3833147.886	0	0	0
377	646	19687899.3	3833522.511	0	0	0
378	352	19688522.9	3834276.916	0	0	0
379	223	19688354.64	3834788.084	0	0	0
380	223	19687954.12	3834734.712	0	0	0
381	223	19688012.21	3834910.13	0	0	0
382	3900	19687086.83	3834008.226	1	0	27220
383	1765	19687021.11	3833221.782	0	0	0
384	809	19687644.56	3833372.984	0	0	0
385	1158	19686099.19	3834624.424	0	0	0
386	942	19683237.7	3833205.615	0	0	0
387	592	19684644.6	3833523.093	0	0	0
388	603	19685227.27	3834292.22	0	0	0
389	545	19683524.22	3833520.438	0	0	0
390	545	19683227.68	3833774.208	0	0	0
391	545	19683434.25	3834097.005	0	0	0
392	481	19684455.01	3834313.199	0	0	0
393	545	19684089.46	3834502.21	0	0	0
394	481	19685272.56	3834798.179	0	0	0
395	679	19683013.12	3834331.065	0	0	0
396	409	19681330.18	3834508.76	0	0	0
397	409	19681617.39	3834931.4	0	0	0
398	409	19681218.04	3834895.249	0	0	0
399	2395	19680099.91	3834875.817	0	0	0
400	336	19676736.44	3832853.667	0	0	0
401	1158	19678387.35	3834614.632	0	0	0
402	269	19676141.83	3832966.404	0	0	0
403	5100	19673907.89	3833571.649	0	0	0
404	4086	19672677.02	3833384.512	0	0	0
405	4000	19672800.81	3834659.304	0	0	0
406	3541	19669603.83	3833558.935	1	0	63568
407	1462	19669062.0	3834756.416	0	0	0
408	519	19667793.84	3833412.176	0	0	0
409	2373	19667624.74	3835183.709	0	0	0
410	1151	19667510.68	3837129.06	0	0	0
411	2580	19669622.3	3836427.293	0	0	0
412	3573	19678093.0	3836439.12	1	0	59840
413	8290	19676461.29	3834988.838	0	0	0
414	1796	19680845.22	3835211.582	0	0	0
415	950	19682327.51	3837223.062	0	0	0
416	760	19683045.91	3836527.664	0	0	0
417	760	19682930.46	3837136.753	0	0	0
418	570	19681238.11	3837088.434	0	0	0
419	1113	19683525.87	3835177.882	0	0	0
420	1467	19683199.57	3835768.324	0	0	0
421	239	19685333.77	3837105.919	0	0	0
422	239	19684239.29	3837040.332	0	0	0
423	646	19687398.15	3837086.549	0	0	0
424	223	19687273.57	3835111.167	0	0	0
425	361	19686149.15	3835939.895	0	0	0
426	388	19687639.62	3837054.997	0	0	0
427	199	19687656.05	3836102.476	0	0	0
428	331	19687703.64	3835352.16	0	0	0
429	364	19688256.66	3835193.919	0	0	0
430	352	19689449.32	3835412.188	0	0	0
431	199	19687752.36	3835634.808	0	0	0
432	218	19689448.78	3836217.76	0	0	0
433	199	19687761.73	3835874.823	0	0	0
434	218	19688997.52	3836503.695	0	0	0
435	352	19689705.25	3835104.191	0	0	0
436	323	19692158.64	3836667.693	0	0	0
437	194	19691957.71	3837008.1	0	0	0
438	167	19689930.22	3836111.713	0	0	0
439	218	19689943.14	3836971.809	0	0	0
440	68	19693642.23	3836670.214	0	0	0
441	194	19693976.99	3835601.337	0	0	0
442	52	19692713.84	3835234.845	0	0	0
443	52	19692427.43	3835095.08	0	0	0
444	52	19692383.62	3835400.586	0	0	0
445	194	19692827.4	3835954.025	0	0	0
446	194	19692951.68	3836288.28	0	0	0
447	194	19692264.86	3836232.275	0	0	0
448	194	19692636.22	3836806.422	0	0	0
449	176	19695921.71	3834996.112	0	0	0
450	68	19694739.63	3837063.108	0	0	0
451	107	19695430.64	3835011.105	0	0	0
452	107	19695064.98	3835062.983	0	0	0
453	107	19694696.38	3835366.707	0	0	0
454	137	19698556.87	3835452.062	0	0	0
455	150	19697402.21	3835827.562	0	0	0
456	150	19698622.58	3836897.737	0	0	0
457	83	19698909.6	3835136.535	0	0	0
458	83	19698139.9	3835083.376	0	0	0
459	95	19697400.48	3835203.714	0	0	0
460	83	19697886.8	3835297.294	0	0	0
461	95	19697245.01	3835767.188	0	0	0
462	119	19698936.77	3835806.896	0	0	0
463	89	19698250.26	3836162.287	0	0	0
464	95	19697369.87	3836110.054	0	0	0
465	95	19697142.83	3836300.061	0	0	0
466	95	19697602.13	3836674.595	0	0	0
467	89	19697985.27	3836743.908	0	0	0
468	89	19698895.61	3836558.241	0	0	0
469	95	19697230.33	3837043.151	0	0	0
470	53	19699911.42	3837108.335	0	0	0
471	70	19703881.9	3839453.215	0	0	0
472	56	19702208.61	3839310.324	0	0	0
473	32	19702604.17	3838022.785	0	0	0
474	32	19701677.62	3838241.614	0	0	0
475	32	19702470.28	3838767.725	0	0	0
476	86	19701395.04	3838564.91	0	0	0
477	32	19701887.54	3839155.994	0	0	0
478	32	19702312.35	3839159.623	0	0	0
479	32	19702565.77	3839357.102	0	0	0
480	86	19701619.4	3839420.296	0	0	0
481	70	19703485.61	3838784.066	0	0	0
482	153	19700387.43	3838700.136	0	0	0
483	53	19699277.04	3837415.904	0	0	0
484	71	19699191.44	3837649.961	0	0	0
485	86	19700612.03	3837800.776	0	0	0
486	86	19701151.55	3837753.615	0	0	0
487	86	19700446.7	3838328.007	0	0	0
488	86	19699469.09	3838598.194	0	0	0
489	71	19699086.06	3838542.567	0	0	0
490	86	19699977.8	3839032.67	0	0	0
491	86	19700917.13	3838866.146	0	0	0
492	86	19701165.97	3839131.871	0	0	0
493	86	19701220.06	3839384.145	0	0	0
494	86	19700783.73	3839482.565	0	0	0
495	71	19699364.89	3839384.574	0	0	0
496	77	19698416.06	3838352.799	0	0	0
497	119	19698653.37	3837338.55	0	0	0
498	89	19698365.9	3837318.696	0	0	0
499	71	19698054.32	3837622.849	0	0	0
500	53	19698470.08	3837900.102	0	0	0
501	53	19697625.72	3837970.341	0	0	0
502	53	19697367.75	3838209.951	0	0	0
503	53	19698317.75	3838780.894	0	0	0
504	71	19698841.16	3838877.036	0	0	0
505	53	19698619.39	3839144.54	0	0	0
506	53	19698263.22	3839471.323	0	0	0
507	68	19694957.04	3839443.53	0	0	0
508	68	19695060.5	3839065.01	0	0	0
509	68	19695405.87	3839436.547	0	0	0
510	68	19695599.59	3839081.718	0	0	0
511	68	19696414.04	3839424.172	0	0	0
512	68	19696227.59	3838951.565	0	0	0
513	68	19695530.41	3838917.488	0	0	0
514	68	19695141.3	3838624.935	0	0	0
515	68	19695665.84	3837924.115	0	0	0
516	68	19694832.62	3838157.959	0	0	0
517	68	19694569.03	3837539.833	0	0	0
518	68	19695124.85	3837569.65	0	0	0
519	53	19696300.58	3837621.712	0	0	0
520	53	19696420.48	3838298.478	0	0	0
521	104	19694171.62	3838983.38	0	0	0
522	68	19692821.22	3839253.169	0	0	0
523	68	19692199.7	3838935.993	0	0	0
524	68	19692599.63	3838980.755	0	0	0
525	68	19692739.42	3839136.105	0	0	0
526	68	19693490.67	3839325.115	0	0	0
527	68	19694166.94	3839226.125	0	0	0
528	68	19694196.37	3838302.564	0	0	0
529	68	19693399.34	3838118.963	0	0	0
530	68	19692744.92	3837996.633	0	0	0
531	68	19693314.77	3837418.927	0	0	0
532	68	19693958.84	3837660.527	0	0	0
533	78	19690282.76	3839202.66	0	0	0
534	78	19689969.12	3839445.276	0	0	0
535	78	19690933.76	3839043.805	0	0	0
536	194	19691714.09	3837496.923	0	0	0
537	558	19688484.88	3837914.177	0	0	0
538	334	19689044.7	3837704.551	0	0	0
539	334	19688662.73	3837652.46	0	0	0
540	334	19688216.26	3838144.414	0	0	0
541	400	19685690.35	3837564.047	0	0	0
542	239	19685771.77	3837276.435	0	0	0
543	1196	19683751.17	3839334.278	0	0	0
544	4090	19680522.52	3838840.949	0	0	0
545	998	19678848.79	3838868.878	0	0	0
546	4317	19673847.46	3837756.239	0	0	0
547	4287	19672312.0	3839423.939	0	0	0
548	1215	19672057.21	3839211.42	0	0	0
549	6820	19669694.25	3839271.644	1	0	83092
550	1308	19670979.43	3838895.457	0	0	0
551	2850	19669750.27	3838755.553	0	0	0
552	1352	19669701.07	3837922.139	0	0	0
553	1048	19670945.81	3838669.356	0	0	0
554	1048	19671289.47	3838333.293	0	0	0
555	1215	19671695.29	3838448.84	0	0	0
556	2993	19667573.82	3838939.983	0	0	0
557	5078	19668853.44	3839453.133	0	0	0
558	1689	19669170.67	3838715.58	0	0	0
559	1072	19668859.1	3838397.626	0	0	0
560	1147	19667621.73	3838155.964	0	0	0
561	858	19668923.81	3838811.712	0	0	0
562	1151	19667282.64	3837317.52	0	0	0
563	918	19667517.57	3837537.954	0	0	0
564	918	19668045.12	3837749.426	0	0	0
565	918	19668059.87	3838119.967	0	0	0
566	1352	19669478.35	3838188.761	0	0	0
567	858	19668382.73	3837913.803	0	0	0
568	918	19668279.83	3837621.53	0	0	0
569	1438	19667102.09	3837556.376	0	0	0
570	1731	19666474.67	3837602.067	0	0	0
571	1703	19667222.01	3840164.586	0	0	0
572	1182	19666711.99	3839535.134	0	0	0
573	1170	19667487.48	3839557.953	0	0	0
574	3078	19669177.9	3840015.419	0	0	0
575	1034	19668742.49	3840763.49	0	0	0
576	1034	19668285.15	3840352.658	0	0	0
577	1034	19668177.39	3840461.907	0	0	0
578	1034	19667748.62	3840724.235	0	0	0
579	6162	19670459.68	3839544.063	0	0	0
580	3626	19673987.37	3840614.277	0	0	0
581	1640	19673687.57	3841583.612	0	0	0
582	6135	19672727.96	3839717.142	0	0	0
583	1454	19673710.49	3839745.206	0	0	0
584	972	19674337.13	3841703.53	0	0	0
585	643	19678584.21	3840574.305	0	0	0
586	5308	19677774.77	3841743.503	0	0	0
587	2222	19679893.31	3839774.853	0	0	0
588	2684	19678794.07	3841583.612	0	0	0
589	1204	19682504.89	3841712.273	0	0	0
590	902	19682962.69	3840696.649	0	0	0
591	718	19685299.48	3840394.504	0	0	0
592	101	19685548.44	3841064.079	0	0	0
593	101	19685879.29	3841035.425	0	0	0
594	101	19686098.58	3840861.723	0	0	0
595	101	19687232.97	3840279.105	0	0	0
596	101	19686507.22	3840074.47	0	0	0
597	78	19689542.54	3839701.235	0	0	0
598	95	19689867.2	3840791.339	0	0	0
599	95	19689488.03	3840405.734	0	0	0
600	95	19688365.24	3839799.634	0	0	0
601	95	19688134.56	3840090.264	0	0	0
602	95	19688018.27	3840388.794	0	0	0
603	95	19689630.87	3841166.148	0	0	0
604	95	19689859.04	3841340.473	0	0	0
605	95	19689285.81	3841448.878	0	0	0
606	95	19688831.04	3841290.616	0	0	0
607	95	19688875.6	3841610.827	0	0	0
608	95	19689471.12	3841662.528	0	0	0
609	95	19687901.77	3841353.29	0	0	0
610	127	19692053.66	3840204.66	0	0	0
611	78	19692174.09	3839893.552	0	0	0
612	78	19691683.81	3840049.971	0	0	0
613	78	19691995.08	3840441.457	3	50000	40000
614	78	19691920.2	3840679.421	0	0	0
615	78	19691122.02	3840159.167	0	0	0
616	78	19690840.65	3840541.436	0	0	0
617	78	19691249.03	3839850.805	0	0	0
618	78	19690883.0	3839825.526	0	0	0
619	151	19692181.16	3841669.986	0	0	0
620	78	19691474.02	3841483.724	0	0	0
621	78	19690989.27	3841386.818	0	0	0
622	78	19690598.07	3841158.949	0	0	0
623	95	19690199.9	3841163.163	0	0	0
624	95	19690012.21	3841583.615	0	0	0
625	78	19692246.26	3840786.509	0	0	0
626	78	19692740.02	3840514.048	0	0	0
627	124	19693029.74	3841367.297	0	0	0
