OID	pop	PointX	PointY	fcadidature	fcost	fcapacity
50	8	65086.73047	46383.57422	0	0	0
51	16	64157.70703	46387.99219	0	0	0
52	4	63811.92578	44803.10547	0	0	0
53	9	63212.90234	44828.01172	0	0	0
54	18	64462.90625	44843.04297	0	0	0
55	17	64165.11328	44853.56641	0	0	0
56	12	63483.50781	44867.89063	0	0	0
57	27	63774.71094	44893.10938	1	0	206
58	13	64750.76172	44902.58594	0	0	0
59	7	64564.69922	44949.30469	0	0	0
60	10	63151.71875	44988.66797	0	0	0
61	12	62790.50391	44954.34375	0	0	0
62	70	65129.05859	44956.58984	0	0	0
63	40	62935.16406	44987.99609	0	0	0
64	24	62519.86328	45086.74609	0	0	0
65	11	64835.375	45083.60547	0	0	0
66	4	62290.60156	45085.67188	0	0	0
67	6	64718.27734	45085.18359	0	0	0
68	6	62162.55859	45131.02734	0	0	0
69	14	64553.86328	45084.71094	0	0	0
70	11	64376.47266	45106.13281	0	0	0
71	11	63299.88672	45081.14453	0	0	0
72	50	63714.18359	45072.125	0	0	0
73	6	63178.67969	45141.74219	0	0	0
74	19	64162.59375	45102.875	0	0	0
75	6	64802.94141	45230.77734	0	0	0
76	8	63775.39844	46757.50781	0	0	0
77	4	62826.85938	46719.19531	0	0	0
78	3	62598.86719	46751.44922	0	0	0
79	4	62069.24609	46748.74219	0	0	0
80	3	62159.44531	46704.03516	0	0	0
81	7	63182.18359	46729.53125	0	0	0
82	5	61694.38672	46752.00781	0	0	0
83	7	61814.41797	46702.12109	0	0	0
84	12	65142.64063	47369.98438	0	0	0
85	13	61904.375	47238.875	0	0	0
86	2	63109.37891	45235.88672	0	0	0
87	8	63254.125	45243.26172	0	0	0
88	9	63516.77734	45245.89453	0	0	0
89	14	64169.68359	45250.69531	0	0	0
90	16	63801.76172	45248.57813	0	0	0
91	4	64593.86328	45250.79297	0	0	0
92	12	64399.71484	45273.97266	0	0	0
93	5	64541.32813	45294.66016	0	0	0
94	2	63111.61719	45337.01172	0	0	0
95	5	63252.78516	45349.60156	0	0	0
96	16	64164.09375	45365.4375	0	0	0
97	9	64762.09375	45347.11719	0	0	0
98	15	62937.23828	45327.97656	0	0	0
99	9	64925.72656	45380.87109	0	0	0
100	14	64168.74609	45462.67188	0	0	0
101	4	64857.36328	45489.32031	0	0	0
102	3	64961.08203	45535.60156	0	0	0
103	13	64401.42188	45471.01563	0	0	0
104	10	64573.62109	45469.31641	0	0	0
105	4	63676.14844	45495.08984	0	0	0
106	7	64751.46875	45500.53516	0	0	0
107	8	63820.08984	45454.54297	0	0	0
108	14	63626.62109	45388.75391	0	0	0
109	8	62792.50781	45375.48438	0	0	0
110	3	62954.40625	45519.48047	0	0	0
111	11	64167.63281	45540.60547	0	0	0
112	6	63306.57813	45489.76953	0	0	0
113	10	63510.69531	45487.22656	0	0	0
114	8	63163.97266	45476.00391	0	0	0
115	65	62422.66016	45386.71484	2	100	179
116	16	63923.36328	45440.31641	0	0	0
117	18	62035.625	45375.05469	0	0	0
118	14	64440.6875	45684.20703	0	0	0
119	11	64766.21094	45696.25781	0	0	0
120	11	64950.14063	45694.53125	0	0	0
121	21	63254.42188	45703.09766	0	0	0
122	5	65046.69922	45777.85547	0	0	0
123	3	62802.39453	45718.8125	0	0	0
124	8	64224.6875	45720.71094	0	0	0
125	4	63914.78125	45782.41016	0	0	0
126	11	64081.08984	45743.42188	0	0	0
127	9	64390.67578	45802.21484	0	0	0
128	4	61950.98047	45806.95703	0	0	0
129	23	63693.19922	45786.81641	0	0	0
130	12	63497.78906	45786.16406	0	0	0
131	23	64787.43359	45824.60938	0	0	0
132	5	62930.18359	45761.34766	0	0	0
133	3	62841.77344	45863.71484	0	0	0
134	47	63523.58594	47582.62891	0	0	0
135	8	63294.11328	47699.28906	0	0	0
136	11	62853.125	47657.67969	0	0	0
137	4	63193.28125	47766.45703	0	0	0
138	9	63060.21875	47607.29297	0	0	0
139	4	62638.55469	47754.875	0	0	0
140	6	64793.5625	47762.46094	0	0	0
141	5	63476.65625	45891.63672	0	0	0
142	13	64577.74609	45835.31641	0	0	0
143	14	64806.23438	45932.35938	0	0	0
144	9	63917.05469	45926.04297	0	0	0
145	23	63728.82031	45940.69531	0	0	0
146	13	63282.13281	45907.96875	0	0	0
147	4	63505.56641	45990.47656	0	0	0
148	7	63137.64844	45902.35938	0	0	0
149	6	63008.08594	45788.59375	0	0	0
150	6	64484.63281	45989.59766	0	0	0
151	7	64382.84766	45933.62109	0	0	0
152	16	64166.12891	45937.89453	1	0	314
153	4	62121.88281	45899.86719	0	0	0
154	4	61964.44531	45962.0	0	0	0
155	4	61752.40625	45970.83984	0	0	0
156	4	61729.40234	45846.97656	0	0	0
157	10	64859.84375	46012.80859	0	0	0
158	72	62433.67578	45841.79688	0	0	0
159	5	64615.1875	46060.86719	0	0	0
160	10	64435.91016	46081.83594	0	0	0
161	3	63454.70313	46080.70313	0	0	0
162	4	63922.36719	46085.35547	0	0	0
163	4	63147.82422	46087.47266	0	0	0
164	4	63635.60938	46086.95313	1	0	180
165	15	64905.3125	46167.65625	0	0	0
166	14	64748.87891	46156.83984	0	0	0
167	50	65142.99609	46050.36328	0	0	0
168	6	64560.625	46207.25391	0	0	0
169	5	64387.05859	46208.48438	0	0	0
170	16	64128.85156	46139.625	0	0	0
171	5	64246.80078	46203.78125	0	0	0
172	8	63771.36719	46108.85547	0	0	0
173	4	63780.0	46231.21094	0	0	0
174	8	63909.71484	46211.98438	0	0	0
175	4	63015.41797	46183.71094	0	0	0
176	4	63651.74609	46217.55469	0	0	0
177	13	63510.9375	46183.65234	0	0	0
178	20	62876.63672	46104.37891	0	0	0
179	4	63237.30859	46269.91406	0	0	0
180	6	63183.13672	46387.95703	0	0	0
181	5	62997.66406	46381.76563	0	0	0
182	8	63317.17969	46406.875	0	0	0
183	14	63906.64063	46392.98828	0	0	0
184	11	63703.37891	46396.58984	0	0	0
185	9	64759.82813	46440.62891	1	0	683
186	4	63301.07813	46588.85547	0	0	0
187	8	65248.22656	46424.87891	0	0	0
188	6	63884.27734	46509.93359	0	0	0
189	11	64907.10938	46415.69141	0	0	0
190	5	63707.66016	46521.85156	0	0	0
191	20	63515.88281	46438.89453	0	0	0
192	12	64160.07422	46518.71094	0	0	0
193	5	63006.53906	46532.08984	0	0	0
194	6	62823.72266	46480.25781	0	0	0
195	7	63191.09375	46539.63281	0	0	0
196	4	65253.74219	46612.96094	0	0	0
197	11	63511.39453	46639.92969	0	0	0
198	6	63688.35938	46631.64844	0	0	0
199	14	63884.0	46637.25781	0	0	0
200	25	64575.73438	46522.07422	0	0	0
201	11	61956.98438	46685.80859	0	0	0
202	22	65113.06641	46650.82031	0	0	0
203	10	64769.12109	46646.24219	0	0	0
204	27	64416.25	46623.10938	0	0	0
205	4	62017.35938	46937.12109	0	0	0
206	4	61878.08984	46955.5	0	0	0
207	26	63857.82813	46967.46875	0	0	0
208	2	63117.75	46989.50781	0	0	0
209	27	64483.55469	46966.99609	0	0	0
210	4	62529.52734	46975.17188	0	0	0
211	19	65160.89453	46972.35938	0	0	0
212	22	64845.42188	46972.34766	0	0	0
213	4	61530.15234	46966.21875	0	0	0
214	18	63691.44531	46993.94141	0	0	0
215	6	61645.66016	46996.96484	0	0	0
216	14	63460.83594	47063.10547	0	0	0
217	15	62893.87109	47054.30078	0	0	0
218	4	61474.79297	47072.84766	0	0	0
219	10	63292.01172	47070.45703	0	0	0
220	19	63574.13281	47067.64844	0	0	0
221	41	64170.05078	47039.48438	0	0	0
222	9	62159.13281	47069.8125	0	0	0
223	26	63902.78516	47141.33984	0	0	0
224	10	63512.11719	47186.40625	0	0	0
225	11	63711.36328	47164.79688	0	0	0
226	7	61764.85156	47049.47266	0	0	0
227	14	62606.125	47107.56641	0	0	0
228	9	63937.36719	47264.62891	0	0	0
229	23	65165.57422	47209.69141	0	0	0
230	9	64613.00391	47227.77734	0	0	0
231	31	64846.03516	47233.97266	1	0	107
232	10	64889.17188	46701.08594	0	0	0
233	2	62509.25781	46687.68359	0	0	0
234	6	63006.86328	46704.00781	0	0	0
235	6	63319.73047	46730.42188	1	0	377
236	24	64162.70313	46686.14453	0	0	0
237	4	63533.87891	46753.32813	0	0	0
238	7	63245.52344	46920.19531	0	0	0
239	3	63602.93359	46919.65234	0	0	0
240	7	63964.80469	46928.02734	0	0	0
241	5	63487.83984	46918.45313	0	0	0
242	4	62911.15234	46915.21484	0	0	0
243	3	62745.76563	46932.53125	0	0	0
244	3	62207.74219	46932.38672	0	0	0
245	4	62386.85938	46951.47266	0	0	0
246	14	64493.60547	47227.52734	1	0	647
247	11	64369.21094	47231.35156	0	0	0
248	20	63234.36328	47257.33203	0	0	0
249	16	63063.39844	47124.48438	0	0	0
250	5	62963.54688	47252.53125	0	0	0
251	14	63566.79297	47312.95703	0	0	0
252	8	63453.85547	47312.41406	1	0	314
253	14	62839.84375	47285.39844	0	0	0
254	7	63761.72266	47361.18359	0	0	0
255	14	63709.01563	47295.25391	0	0	0
256	11	64848.85938	47439.03906	0	0	0
257	28	63915.75781	47401.03125	0	0	0
258	11	62878.52734	47484.58203	0	0	0
259	11	61566.46094	47372.21484	0	0	0
260	12	65547.86719	47260.12109	0	0	0
261	5	61461.91016	47351.89844	0	0	0
262	13	63933.90234	47552.58203	0	0	0
263	44	64173.1875	47412.42969	0	0	0
264	22	63728.49219	47507.375	0	0	0
265	15	65140.17578	47515.89844	0	0	0
266	5	64913.86328	47578.22266	0	0	0
267	14	61723.74609	47382.66406	0	0	0
268	7	64753.54688	47567.14844	0	0	0
269	19	63249.19531	47517.0	0	0	0
270	12	64573.61719	47521.41016	0	0	0
271	13	64405.77734	47527.42578	0	0	0
272	5	61589.82422	47623.05859	0	0	0
273	6	64163.83203	47654.83594	0	0	0
274	7	62635.45313	47624.54297	0	0	0
275	8	63973.63281	47666.48047	0	0	0
276	8	63861.51563	47670.69141	0	0	0
277	4	61987.23047	47692.12109	0	0	0
278	14	63722.23828	47677.92188	0	0	0
279	122	62281.85938	47428.17188	0	0	0
280	8	62922.45703	47760.63281	0	0	0
281	3	62805.08203	47845.07813	0	0	0
282	7	63602.39063	47875.19531	0	0	0
283	3	62400.64844	47877.23047	0	0	0
284	3	62627.60547	47864.71484	0	0	0
285	10	64382.23438	47846.48828	0	0	0
286	7	61639.01563	47877.69922	0	0	0
287	9	64162.69922	47857.70313	0	0	0
288	15	65229.76172	47818.64063	0	0	0
289	4	64543.39063	47910.00391	0	0	0
290	12	64989.91797	47848.02344	0	0	0
291	9	63864.04688	47926.73047	1	0	107
292	7	62429.67578	47942.91797	0	0	0
293	7	63583.44141	47978.67578	0	0	0
294	9	64877.60938	47903.66016	0	0	0
295	7	62899.84375	47971.10156	0	0	0
296	10	62170.96094	47944.58984	0	0	0
297	1	62760.01172	47987.3125	0	0	0
298	6	64784.32031	47945.06641	0	0	0
299	5	64376.87109	47988.53906	1	0	106
300	14	61983.77734	47956.90234	0	0	0
301	8	64675.31641	47956.46875	0	0	0
302	10	63245.15625	47943.20703	0	0	0
303	9	61833.08984	47975.91406	0	0	0
304	4	64567.10938	48045.34766	0	0	0
305	9	64149.14844	48024.46484	0	0	0
306	17	61663.00391	48039.07031	0	0	0
307	4	63913.55859	48086.34766	0	0	0
308	6	63649.60156	48111.73438	0	0	0
309	8	64407.70703	48097.58984	0	0	0
310	13	63299.22266	48060.76953	1	0	107
311	10	62222.28125	48145.10938	0	0	0
312	4	61924.08594	48174.84766	0	0	0
313	5	63793.66406	48134.10547	0	0	0
314	8	64170.07031	48171.27734	0	0	0
315	7	63495.32422	48159.64844	0	0	0
316	4	63654.17188	48245.67578	0	0	0
317	6	63903.75	48247.94922	0	0	0
318	17	62890.44141	48188.19922	0	0	0
319	11	62285.51563	48301.77344	0	0	0
320	7	63021.04688	48136.03125	0	0	0
321	15	61720.92969	48319.87109	0	0	0
322	10	63589.42188	48351.30469	0	0	0
323	5	62926.89063	48394.6875	0	0	0
324	14	63332.60547	48323.60938	0	0	0
